text_id,macro_category,n_cases
gig_710b,Extension,1
gig_710d,Enhancement,1
gig_710d,Extension,1
gig_711c,Enhancement,1
gig_712a,Elaboration,1
gig_712a,Enhancement,1
gig_712a,Extension,2
gig_712b,Extension,2
gig_712c,Extension,2
gig_713a,Extension,1
gig_713b,Elaboration,1
gig_713b,Enhancement,1
gig_713b,Extension,1
gig_713c,Elaboration,1
gig_713c,Extension,1
gig_714a,Extension,1
gig_714b,Extension,1
gig_715a,Enhancement,1
gig_715a,Extension,1
gig_715b,Elaboration,1
gig_715b,Extension,1
gig_715c,Extension,2
gig_716a,Extension,1
gig_716b,Extension,1
gig_716e,Extension,1
gig_718a,Extension,1
gig_718b,Extension,1
gig_719a,Enhancement,1
gig_719b,Enhancement,1
gig_720a,Extension,1
gig_720b,Extension,1
gig_722c,Extension,1
gig_722d,Extension,1
gig_722e,Extension,1
gig_723a,Extension,1
gig_723b,Enhancement,1
gig_723b,Extension,1
gig_725a,Enhancement,1
gig_725b,Extension,1
gig_725c,Extension,1
gig_727a,Elaboration,1
gig_727a,Extension,2
gig_727b,Enhancement,1
gig_728a,Extension,1
gig_728c,Extension,1
gig_729a,Extension,2
gig_729b,Extension,1
gig_730e,Extension,1
gig_731a,Elaboration,1
gig_731a,Extension,1
gig_731c,Extension,1
gig_731d,Extension,1
gig_732a,Enhancement,1
gig_732b,Extension,1
gig_732c,Enhancement,1
gig_732c,Extension,1
gig_732d,Elaboration,1
gig_732d,Extension,1
gig_732e,Extension,1
gig_735b,Enhancement,2
gig_73a,Enhancement,1
gig_73c,Extension,1
gig_742a,Extension,1
gig_744b,Extension,1
gig_745,Enhancement,1
gig_748b,Enhancement,1
gig_748b,Extension,1
gig_749a,Extension,1
gig_74b,Enhancement,1
gig_74c,Elaboration,1
gig_750a,Enhancement,1
gig_750e,Extension,1
gig_751b,Extension,1
gig_751c,Extension,1
